@RELATION svm_speech_non_speech
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {speech,non_speech}

@DATA
0.143734,0.022337,3.044077,0.250577,0.227063,1.210217,0.017383,0.261000,-25.538567,2.092301,0.660772,-0.102367,-0.553565,0.308929,0.017061,0.306483,-0.367026,-0.170227,-0.209604,0.084188,0.017340,0.010556,0.006543,0.027799,0.049962,0.031773,0.006684,0.028591,0.001151,0.009718,0.010146,0.037280,0.005550,0.029254,-0.003645,-0.000039,-0.009073,-0.004070,-0.001269,-0.043667,-0.000448,-0.009813,-0.057008,0.043454,0.018677,-0.009189,0.014196,0.001761,-0.008000,-0.022289,0.004570,0.002304,-0.009707,-0.017535,-0.009879,-0.000009,-0.000027,0.000485,0.008571,-0.001172,-0.000130,0.000582,-0.000011,0.000013,-0.000173,-0.002367,-0.000068,0.001215,0.055383,0.023160,0.199426,0.051408,0.019567,0.509854,0.009676,0.177488,2.056454,0.585287,0.620920,0.405424,0.472147,0.413114,0.491988,0.345849,0.326245,0.272110,0.234169,0.277288,0.301254,0.011434,0.014504,0.027573,0.052957,0.033711,0.006176,0.022879,0.001940,0.013207,0.011194,0.045713,0.009684,0.014812,0.064902,0.028828,0.269706,0.051069,0.021028,0.519446,0.014884,0.201293,2.214717,0.594069,0.631395,0.492116,0.483635,0.474618,0.562743,0.323004,0.373424,0.345071,0.290579,0.358192,0.293804,0.015115,0.018942,0.036548,0.045764,0.040561,0.008380,0.031767,0.002687,0.015654,0.012270,0.056464,0.012090,0.015750,speech
0.157246,0.032712,2.822595,0.239168,0.209564,1.220409,0.026121,0.254159,-26.113500,2.463206,0.011100,0.130617,-0.242114,-0.294811,-0.077176,-0.139654,-0.187995,-0.064637,-0.036091,-0.094797,-0.092350,0.027627,0.003299,0.021449,0.016814,0.026755,0.013669,0.015940,0.001923,0.020128,0.026836,0.029856,0.004661,0.026737,-0.002562,-0.001604,0.003449,-0.003200,-0.002048,-0.013890,0.000216,-0.004673,-0.018149,0.043773,-0.017247,0.024462,0.005346,0.004356,0.000092,-0.000811,-0.011833,-0.006204,-0.004029,-0.006710,0.000258,0.000087,-0.000039,-0.000024,0.000002,0.000006,0.000002,-0.000073,-0.000007,0.000094,-0.000801,0.001841,-0.000040,0.000146,0.090519,0.036465,0.535254,0.066740,0.043685,0.723297,0.017609,0.173773,2.271638,0.940737,0.958470,0.537320,0.541138,0.396677,0.358122,0.323016,0.307368,0.345784,0.350423,0.315221,0.311015,0.045801,0.004424,0.022134,0.020034,0.037360,0.021675,0.018216,0.003633,0.030347,0.028997,0.032933,0.005197,0.015843,0.129468,0.038212,0.740614,0.091785,0.043387,0.968925,0.025848,0.243285,2.765682,1.212314,0.866110,0.545849,0.639160,0.447259,0.421099,0.387842,0.362823,0.355833,0.390150,0.349624,0.314944,0.048803,0.006297,0.028687,0.026413,0.036684,0.028321,0.024792,0.004884,0.033526,0.038278,0.042336,0.007517,0.019504,speech
0.161028,0.027502,2.901982,0.252329,0.214766,1.269186,0.025946,0.241312,-27.002341,2.149141,-0.296267,-0.641542,-0.453652,-0.143445,-0.098988,-0.003086,-0.108358,-0.028463,0.083560,-0.047870,-0.263579,0.014209,0.005986,0.032965,0.011602,0.008541,0.012379,0.023630,0.007358,0.018301,0.017240,0.031572,0.017672,0.026842,0.000125,0.006642,-0.010581,-0.001891,0.000025,-0.031143,0.001408,-0.005000,0.032375,0.031205,0.110650,0.019557,-0.010864,-0.010512,-0.039012,0.004635,-0.046573,0.036200,0.081328,0.093036,0.026252,-0.000237,-0.000083,-0.002768,-0.001603,-0.000224,0.000469,0.000713,0.000154,0.010243,0.000108,-0.000754,-0.000336,0.001824,0.076629,0.035207,0.484109,0.066204,0.031952,0.580559,0.016181,0.166775,3.022658,0.908180,0.811742,0.530502,0.426934,0.375907,0.368651,0.370537,0.300233,0.372807,0.372898,0.365925,0.302923,0.019826,0.006721,0.037293,0.014724,0.008794,0.020096,0.029610,0.011194,0.029975,0.019441,0.041121,0.023774,0.014259,0.098307,0.037476,0.729401,0.090215,0.035999,0.716011,0.018326,0.223404,3.119045,1.155229,0.710620,0.518303,0.409263,0.408744,0.407290,0.405379,0.316401,0.357388,0.305107,0.382647,0.329162,0.027147,0.009341,0.043944,0.017753,0.010846,0.026864,0.034766,0.014863,0.035087,0.025664,0.045749,0.033591,0.018830,speech
0.198465,0.019474,2.954019,0.283637,0.219482,1.611499,0.013802,0.345875,-26.023274,1.797438,-0.156186,-0.045500,-0.701469,0.235839,0.053615,0.000011,-0.096716,-0.016411,-0.091101,0.133313,-0.069631,0.019846,0.005364,0.035588,0.019081,0.023354,0.018164,0.019340,0.004807,0.008621,0.007759,0.014558,0.014316,0.020443,0.000501,-0.001101,0.000043,-0.000987,0.000222,0.005907,0.000166,-0.001312,-0.377272,0.010944,0.013106,0.014955,0.014695,0.004351,-0.044947,0.018733,0.000043,-0.014614,0.013146,0.007949,-0.009985,0.001248,0.000182,0.001006,-0.000634,-0.001009,0.000340,0.001670,0.000256,-0.000238,-0.000171,0.000369,0.000193,0.000029,0.077502,0.021152,0.355058,0.056158,0.025554,0.521350,0.007654,0.154049,2.600589,0.632382,0.758965,0.364491,0.422092,0.344427,0.308113,0.281565,0.256028,0.235572,0.210413,0.253305,0.197965,0.023502,0.005105,0.030559,0.020869,0.025740,0.024631,0.018563,0.006907,0.010788,0.005575,0.013400,0.015183,0.011362,0.090801,0.021387,0.517408,0.069516,0.026567,0.659932,0.010351,0.202754,2.006104,0.838434,0.684018,0.506165,0.546774,0.374963,0.421261,0.378360,0.294462,0.273964,0.269586,0.316066,0.282402,0.035694,0.007228,0.039918,0.025101,0.028759,0.033244,0.022767,0.008492,0.016025,0.008195,0.017236,0.020718,0.013477,speech
0.120473,0.050247,3.118294,0.238023,0.218688,1.167362,0.022010,0.201281,-23.968931,2.111342,-0.001159,-0.139901,-0.018577,0.287072,-0.110859,0.002453,-0.328023,-0.247409,-0.118074,0.092930,0.078678,0.038029,0.005205,0.039774,0.019191,0.030886,0.043373,0.029702,0.001719,0.004894,0.005563,0.015289,0.008606,0.036432,0.000376,0.001194,0.011698,0.003409,0.002551,0.019644,0.000148,0.001375,0.071418,-0.040748,0.039377,-0.021128,0.024025,0.019802,-0.026717,-0.022626,-0.024963,0.002306,0.011407,0.021762,0.015784,-0.000077,-0.000070,-0.001927,-0.000469,-0.001194,0.006797,0.000183,0.000013,0.000053,-0.000263,-0.000529,0.000007,0.001215,0.044590,0.036492,0.197822,0.047124,0.026099,0.446436,0.012941,0.100591,1.782782,0.586652,0.677409,0.627926,0.378439,0.337726,0.299059,0.293861,0.282646,0.375336,0.305078,0.309257,0.329588,0.044360,0.009939,0.048818,0.033606,0.036497,0.045420,0.037354,0.002436,0.007411,0.006878,0.018313,0.014125,0.012593,0.054013,0.041349,0.272907,0.053324,0.031103,0.442872,0.017284,0.116233,1.713187,0.695836,0.735903,0.695262,0.446513,0.396187,0.412498,0.339488,0.304667,0.438548,0.335235,0.346191,0.337854,0.046131,0.013621,0.058801,0.046650,0.040560,0.049935,0.050403,0.003228,0.010387,0.009525,0.018858,0.017312,0.013454,speech
0.125292,0.045787,3.067838,0.249284,0.228965,1.287416,0.025859,0.224646,-24.101281,2.000891,0.250478,-0.039801,-0.107257,0.073679,-0.006568,0.098580,-0.235012,-0.261535,-0.345079,-0.095009,-0.140007,0.030429,0.004196,0.054770,0.039754,0.026093,0.017030,0.052690,0.003009,0.005883,0.007625,0.013621,0.003771,0.037599,-0.000003,0.000280,-0.010783,-0.001981,-0.002484,0.020587,-0.000548,-0.001660,0.081318,0.016750,-0.069327,0.032851,-0.009104,-0.013801,-0.009860,-0.023706,-0.006569,-0.012471,-0.001064,-0.007099,0.015534,0.000012,0.000000,-0.001090,-0.000073,0.000756,0.002101,-0.004909,0.000028,-0.000044,-0.000007,0.000045,0.000267,-0.001086,0.055957,0.038013,0.266618,0.057937,0.028387,0.522602,0.015131,0.153870,1.883983,0.752778,0.822443,0.682749,0.345572,0.397443,0.333668,0.313643,0.318110,0.320542,0.408623,0.320217,0.303843,0.033442,0.005422,0.043158,0.048115,0.030758,0.027012,0.071491,0.006153,0.011913,0.010905,0.014645,0.004329,0.017060,0.062799,0.046561,0.336023,0.063457,0.030526,0.575298,0.018457,0.164177,2.091134,0.901935,0.691069,0.602008,0.443098,0.378770,0.364166,0.313793,0.378714,0.398798,0.412479,0.412119,0.393127,0.046266,0.007866,0.049805,0.062713,0.037442,0.032336,0.110824,0.007453,0.012599,0.015392,0.017465,0.006104,0.025897,speech
0.139672,0.033935,2.988196,0.243788,0.210411,1.309489,0.017154,0.252250,-23.805064,1.995473,-0.346097,0.139959,-0.242158,0.258566,-0.152052,0.041152,-0.245949,-0.063999,-0.213775,-0.092665,-0.180416,0.022340,0.008917,0.024378,0.036634,0.034654,0.015396,0.042015,0.005834,0.006134,0.008561,0.019952,0.011715,0.030884,-0.005660,0.001781,-0.022210,-0.003635,0.001724,-0.026274,-0.000862,-0.009417,0.076858,0.069502,0.006620,0.018508,0.007305,-0.051044,-0.052144,0.022033,0.008392,-0.080017,0.037684,0.079723,0.063656,0.000026,-0.000101,-0.000809,-0.002191,0.012862,0.001053,0.001145,-0.000224,-0.001044,-0.001158,0.001810,0.000231,0.001699,0.046930,0.028171,0.298160,0.038782,0.020030,0.441494,0.006733,0.115801,1.464617,0.582535,0.532447,0.382195,0.343008,0.271865,0.314500,0.321670,0.271505,0.308639,0.331989,0.285000,0.299374,0.024457,0.011222,0.018300,0.036605,0.032286,0.018905,0.037732,0.008133,0.006881,0.007556,0.015524,0.015078,0.016297,0.061878,0.033887,0.456928,0.045138,0.026059,0.504719,0.008497,0.129066,1.487105,0.783673,0.713725,0.398379,0.437755,0.316033,0.354541,0.350080,0.317527,0.308862,0.405345,0.269735,0.354067,0.034718,0.014360,0.024514,0.054018,0.036077,0.024410,0.036772,0.011586,0.007203,0.011154,0.021629,0.022572,0.023218,speech
0.124332,0.022511,3.041875,0.193582,0.165588,1.101089,0.019018,0.202813,-26.806903,3.005624,-1.015513,0.267955,-0.353176,0.420352,0.067300,0.118342,-0.049421,0.113671,-0.045813,0.033652,0.011843,0.010635,0.004337,0.034911,0.012473,0.042103,0.019530,0.044585,0.006508,0.008048,0.016256,0.013263,0.009395,0.028102,0.001817,-0.000501,0.010652,0.001896,0.001031,0.026085,0.000029,0.005333,-0.106982,-0.035635,-0.005036,-0.019529,-0.002465,-0.000212,-0.008039,0.011040,0.001167,-0.005630,0.000457,0.002926,0.005607,0.000014,0.000366,0.000485,-0.000128,0.000287,0.000045,0.000184,0.000011,-0.000840,-0.001004,0.000044,0.000015,-0.000213,0.050580,0.026072,0.316754,0.037286,0.031102,0.464029,0.012045,0.090271,2.959807,0.797674,0.959408,0.436636,0.478554,0.371043,0.305731,0.336063,0.242294,0.230040,0.189626,0.209394,0.165175,0.017735,0.004698,0.034592,0.012692,0.045119,0.024322,0.041758,0.012609,0.010952,0.019312,0.011156,0.015143,0.012799,0.041678,0.023720,0.421007,0.033196,0.036844,0.410186,0.014214,0.071472,2.026215,0.762246,0.673438,0.530164,0.521277,0.427108,0.269228,0.350090,0.287772,0.297320,0.239528,0.251213,0.195100,0.025641,0.006635,0.035463,0.015859,0.044071,0.030768,0.044281,0.016099,0.012542,0.020857,0.015699,0.017151,0.013283,speech
0.134534,0.031007,2.911541,0.229030,0.206426,1.129773,0.018699,0.231062,-25.082537,2.168357,0.140665,0.372704,-0.338838,0.362197,-0.238699,0.093755,-0.132262,0.182301,-0.130488,-0.052054,-0.265675,0.013775,0.003303,0.050893,0.010681,0.016246,0.007378,0.071068,0.003294,0.007355,0.024399,0.034889,0.005435,0.032627,0.002391,0.000576,0.004414,0.000735,-0.001310,0.034572,0.000100,0.005500,0.120489,0.010892,-0.035780,0.011491,-0.000536,0.007986,-0.004708,-0.017732,-0.004173,0.006084,0.003191,0.000330,-0.002607,0.000123,0.000043,-0.002485,0.000044,0.000048,0.000084,-0.001420,0.000421,0.000122,-0.000043,0.000784,0.000128,-0.000858,0.089759,0.034734,0.289565,0.073979,0.029286,0.637249,0.010455,0.174438,2.520324,1.172918,0.915753,0.372164,0.456029,0.473967,0.398457,0.330036,0.282388,0.241804,0.259280,0.274746,0.302675,0.015841,0.004787,0.050120,0.017123,0.019779,0.009290,0.069931,0.006026,0.009258,0.030353,0.038685,0.006532,0.016472,0.097217,0.031707,0.390149,0.083212,0.034478,0.643811,0.015650,0.211113,2.265957,1.415888,0.814016,0.477494,0.525802,0.490519,0.469161,0.353075,0.331085,0.260944,0.292366,0.370452,0.381408,0.022136,0.006645,0.063455,0.017741,0.019693,0.012087,0.071975,0.008383,0.013947,0.037726,0.040173,0.009103,0.018835,speech
0.113252,0.042842,3.114757,0.207588,0.204242,0.819333,0.022563,0.165271,-24.268755,2.700385,0.592942,0.535941,-0.428188,0.226462,-0.040014,0.175607,0.035724,0.149781,-0.015696,0.139548,0.017226,0.013089,0.006502,0.026857,0.021352,0.052343,0.019092,0.060485,0.000664,0.005748,0.018157,0.016184,0.004511,0.032531,-0.007038,-0.000268,0.001596,-0.004436,-0.002525,-0.060323,0.000822,-0.001479,-0.052733,0.036815,-0.051060,0.044864,0.037547,-0.012673,0.021333,-0.014908,0.003225,0.013740,0.065008,0.039118,0.020913,-0.002122,-0.000358,0.000396,-0.000094,-0.000957,-0.003031,0.005667,0.000008,0.001587,0.000688,0.000085,-0.001418,0.001282,0.091499,0.028735,0.166661,0.079378,0.031595,0.517536,0.011773,0.146164,1.223312,0.941081,0.696865,0.403615,0.404948,0.281576,0.330644,0.229031,0.227207,0.217128,0.238716,0.156532,0.171803,0.017022,0.010557,0.030942,0.027634,0.047758,0.025672,0.046057,0.000741,0.007000,0.016578,0.013200,0.006964,0.009810,0.094681,0.031693,0.224824,0.069886,0.035554,0.497813,0.015782,0.152097,1.504277,0.869595,0.710838,0.445039,0.477117,0.405735,0.398485,0.318779,0.295028,0.308835,0.251087,0.215067,0.194075,0.025255,0.012432,0.037118,0.038344,0.057923,0.025566,0.046902,0.000952,0.008445,0.018131,0.019987,0.011534,0.010075,speech
0.105420,0.042551,3.076927,0.218301,0.221781,0.802462,0.035223,0.170375,-25.093638,2.253173,0.506630,0.121306,-0.105630,0.241027,-0.126540,0.308727,-0.063879,-0.250637,-0.113795,-0.010156,-0.015156,0.019765,0.005139,0.043874,0.019790,0.017060,0.019340,0.060936,0.001295,0.003616,0.021063,0.075201,0.002583,0.044773,0.002757,0.004444,0.194017,-0.002639,-0.001958,-0.017034,0.004440,0.001500,0.252828,0.109159,0.051131,-0.104646,-0.035355,-0.107018,-0.064538,-0.054768,-0.103229,-0.038163,-0.034032,0.036772,0.069116,-0.002699,-0.000033,-0.006662,0.002880,0.003855,0.016752,-0.006193,-0.000079,0.000996,-0.000207,-0.013886,-0.000449,-0.001120,0.064130,0.025729,0.216845,0.062272,0.037107,0.411242,0.024279,0.146515,1.950572,1.043765,0.626150,0.578608,0.369959,0.455939,0.283485,0.335175,0.331783,0.276255,0.271844,0.316668,0.317347,0.029261,0.007637,0.037840,0.031023,0.024660,0.021266,0.065332,0.003639,0.005080,0.022226,0.071060,0.004465,0.015366,0.077956,0.034922,0.441911,0.076009,0.040733,0.531689,0.036527,0.193234,1.785686,1.042257,0.688210,0.689782,0.484542,0.484439,0.286909,0.382009,0.348544,0.344980,0.371673,0.360199,0.310921,0.034662,0.010176,0.043017,0.037467,0.032397,0.023227,0.073755,0.005104,0.006636,0.026220,0.091308,0.005246,0.019484,speech
0.167513,0.038169,3.066017,0.268136,0.226786,1.270090,0.020793,0.274938,-24.222508,1.993817,0.288565,-0.039433,-0.356261,0.030739,-0.388357,0.002788,-0.122081,0.127503,-0.040109,0.074474,-0.020918,0.013806,0.003757,0.023201,0.010327,0.014399,0.008506,0.024093,0.002744,0.019911,0.031138,0.026192,0.005805,0.023008,-0.004198,-0.000057,-0.015349,-0.002030,0.000816,-0.036450,0.001896,-0.011188,-0.003143,0.031673,0.031568,-0.061969,-0.079902,0.083151,0.056721,0.006672,0.016899,-0.039127,0.005920,0.070989,0.003564,-0.000659,-0.000157,0.001903,0.002306,0.001395,0.001010,0.001283,-0.000390,-0.000153,-0.001173,-0.001763,-0.002472,-0.000138,0.079530,0.033755,0.285082,0.060578,0.027841,0.574987,0.013249,0.169861,1.641334,0.719884,0.880654,0.403795,0.586320,0.344905,0.422564,0.281234,0.247291,0.207222,0.287273,0.299731,0.237116,0.016922,0.003977,0.023657,0.012960,0.017692,0.007907,0.028430,0.005097,0.026708,0.030064,0.027599,0.008911,0.011119,0.089644,0.046644,0.409914,0.072333,0.032917,0.642486,0.014391,0.207545,1.922087,0.874982,0.936582,0.393654,0.587346,0.418547,0.459383,0.363050,0.314309,0.320057,0.374425,0.332084,0.275251,0.020203,0.005121,0.027252,0.016783,0.024534,0.011325,0.031795,0.006906,0.031939,0.041347,0.036662,0.009554,0.013836,speech
0.115727,0.062540,3.154312,0.203169,0.196997,1.078875,0.030591,0.186875,-23.950808,2.426846,-0.399950,0.346542,0.150290,-0.042661,0.133094,0.126898,-0.198511,-0.244390,-0.226843,0.101647,0.017727,0.008214,0.004088,0.119123,0.023171,0.036506,0.024140,0.038988,0.001113,0.003841,0.005634,0.027186,0.004468,0.048400,0.012500,0.007904,0.041945,0.006855,-0.008510,0.147815,0.001517,0.023000,0.320148,0.004642,-0.346423,-0.093826,-0.049324,-0.067117,0.072325,0.039481,-0.027762,-0.110817,-0.132606,-0.005086,0.006599,-0.002091,-0.000105,-0.012675,0.011221,-0.000520,0.000095,-0.002214,-0.000109,-0.000086,0.000178,-0.012357,-0.000188,-0.002421,0.051555,0.025429,0.113370,0.043437,0.034459,0.488316,0.013574,0.100635,1.283436,0.683082,0.874726,0.517110,0.356806,0.369328,0.348605,0.345646,0.364241,0.290738,0.248244,0.350398,0.368850,0.013321,0.007751,0.092183,0.029879,0.044775,0.030564,0.037176,0.002383,0.006938,0.005756,0.026166,0.009853,0.022020,0.044323,0.037236,0.137597,0.050067,0.035365,0.504675,0.019404,0.117356,1.714822,0.777407,0.659246,0.411615,0.369001,0.357618,0.363670,0.336226,0.408833,0.396253,0.307670,0.425783,0.419347,0.020842,0.009366,0.123998,0.036411,0.070853,0.039912,0.046601,0.002833,0.009741,0.007021,0.044065,0.010722,0.021195,speech
0.224227,0.022015,2.710409,0.285155,0.195393,1.625890,0.013766,0.335354,-25.671846,1.210415,-1.452981,-0.644400,-0.599702,0.168999,-0.305619,-0.139186,-0.090995,0.012171,-0.027402,0.096416,-0.130720,0.013164,0.008341,0.019869,0.007595,0.010209,0.011926,0.016175,0.026839,0.016921,0.007817,0.008479,0.014140,0.017342,-0.004647,0.000902,-0.076157,-0.007488,-0.002602,-0.079549,0.000712,-0.018333,0.403872,0.149504,0.002652,-0.011415,-0.000869,0.081883,-0.069763,0.044049,0.016322,-0.020099,-0.005452,0.005504,-0.017885,-0.000594,0.000312,-0.000362,0.000369,-0.000346,-0.000707,0.004086,0.003491,-0.000520,-0.000398,0.000240,0.000901,0.000912,0.074435,0.024166,0.600228,0.051693,0.024714,0.500712,0.006755,0.144551,2.262108,0.917256,0.713668,0.440777,0.394113,0.400414,0.350921,0.246858,0.238870,0.191230,0.224729,0.228739,0.260643,0.019674,0.011214,0.015800,0.008172,0.008914,0.011431,0.015311,0.017395,0.014956,0.008401,0.006512,0.021439,0.009385,0.061835,0.034960,0.954797,0.064056,0.034484,0.581330,0.009374,0.176231,2.826373,1.145069,0.769989,0.489831,0.548916,0.415512,0.317040,0.258601,0.248389,0.233007,0.276932,0.238961,0.342104,0.026038,0.011449,0.022039,0.012951,0.011570,0.015433,0.021453,0.028318,0.018149,0.009833,0.009396,0.025944,0.012361,speech
0.150219,0.022490,2.694344,0.244813,0.213605,1.262578,0.026357,0.247563,-26.720241,2.270789,0.002463,-0.284022,-0.481077,0.070436,-0.054582,0.028417,-0.238031,0.033381,-0.275465,-0.088936,-0.362246,0.044386,0.010480,0.033825,0.020752,0.015151,0.013388,0.017135,0.002970,0.005766,0.021345,0.030268,0.008763,0.029873,0.000595,0.003314,-0.030912,-0.003703,-0.003317,-0.032650,0.000510,-0.001812,0.252673,0.058197,-0.073787,0.000227,-0.012645,0.041971,0.007943,0.026131,-0.001052,-0.022816,-0.000841,0.013496,0.047373,-0.000098,-0.002871,-0.006912,0.008796,0.000382,-0.000070,-0.000949,-0.000051,-0.000072,-0.000065,-0.000179,-0.000001,-0.000635,0.077985,0.027848,0.552299,0.065451,0.036079,0.516304,0.012197,0.184582,3.445073,0.937192,0.780460,0.481041,0.421613,0.362439,0.277463,0.311805,0.246221,0.236917,0.306085,0.274257,0.347399,0.047819,0.012878,0.035849,0.022933,0.018783,0.021146,0.024134,0.004865,0.011403,0.024167,0.030887,0.014280,0.014241,0.089286,0.028035,0.730192,0.084473,0.042961,0.667033,0.017209,0.251373,3.643552,1.147299,0.651657,0.651351,0.535242,0.388933,0.362681,0.359787,0.286170,0.307374,0.401537,0.375738,0.362425,0.065967,0.017698,0.049521,0.026662,0.024538,0.028074,0.032966,0.005197,0.013463,0.029310,0.037897,0.019647,0.020730,speech
